PhoneNumberPicker.GetPhoneNumber,8
ImageSprite.CollidedWith,76
Canvas.DrawText,47
controls_eval_but_ignore,14
Spinner.AfterSelecting,10
Label.GetHeight,1
lists_is_list,46
controls_while,153
Clock.Weekday,1
Texting.MessageReceived,17
SpeechRecognizer.AfterGettingText,29
ActivityStarter.AfterActivity,5
lists_insert_item,76
TinyWebDB.GetValue,283
BluetoothClient.SendBytes,1
NearField.SetReadMode,11
Web.SetAllowCookies,1
CheckBox.SetVisible,3
TextBox.SetTextColor,4
global_declaration,3158
ListPicker.BeforePicking,107
lists_is_in,18
Clock.SystemTime,13
Ball.CollidedWith,92
Ball.MoveTo,137
ImageSprite.Flung,20
Button.SetTextColor,481
Notifier.ShowMessageDialog,734
TextBox.RequestFocus,2
None.get,13
logic_compare,1585
PhoneCall.PhoneCallEnded,1
logic_boolean,5480
PasswordTextBox.SetHint,8
TextToSpeech.AfterSpeaking,9
Sharing.ShareFile,3
FusiontablesControl.GotResult,9
Ball.PointInDirection,2
Ball.SetHeading,274
color_cyan,60
Clock.Timer,485
Spinner.SetElements,19
DatePicker.GetText,1
Canvas.DrawTextAtAngle,1
VerticalArrangement.SetWidth,3
TimePicker.GetHour,19
ListView.SetSelectionIndex,1
Form.ScreenOrientationChanged,6
File.ReadFrom,13
ListView.GetSelection,23
Button.SetVisible,1053
TextBox.SetText,1618
ImagePicker.SetVisible,2
math_compare,5859
Canvas.GetPaintColor,13
ImageSprite.SetRotates,2
DatePicker.SetDateToDisplay,1
math_power,84
ImageSprite.Bounce,33
ImageSprite.PointTowards,3
Image.SetPicture,271
AccelerometerSensor.SetEnabled,3
Image.SetWidth,8
ImageSprite.GetSpeed,45
Web.GotText,31
OrientationSensor.GetPitch,17
Canvas.GetBackgroundColor,8
ImageSprite.NoLongerCollidingWith,3
Web.BuildRequestData,1
Slider.SetMinValue,3
Texting.SetPhoneNumber,33
ActivityStarter.SetActivityClass,8
Button.GetEnabled,20
Player.Start,178
Slider.SetColorRight,40
NxtDrive.Stop,5
ListPicker.SetWidth,2
PasswordTextBox.SetBackgroundColor,1
lists_lookup_in_pairs,1
color_orange,109
TimePicker.TouchUp,1
NxtLightSensor.GetLightLevel,1
SoundRecorder.Stop,11
NearField.GetLastMessage,4
NxtUltrasonicSensor.SetTopOfRange,1
ContactPicker.AfterPicking,1
Ball.EdgeReached,183
Form.BackPressed,83
Camcorder.AfterRecording,8
Ball.GetRadius,116
math_atan2,6
ListPicker.Open,8
Label.SetBackgroundColor,125
ImageSprite.GetHeading,31
FusiontablesControl.SendQuery,9
Button.GetVisible,49
BluetoothClient.BytesAvailableToReceive,28
Camcorder.RecordVideo,9
WebViewer.GoHome,30
Ball.GetVisible,2
Canvas.SetPaintColor,554
LocationSensor.GetAvailableProviders,8
math_cos,24
text,25136
DatePicker.LostFocus,1
AccelerometerSensor.GetZAccel,4
ImagePicker.Open,3
ImageSprite.SetX,219
ImageSprite.SetY,143
Canvas.DrawLine,249
Sharing.ShareFileWithMessage,3
PhoneNumberPicker.GetImage,1
PhoneCall.MakePhoneCall,36
Ball.GetHeading,80
Canvas.Dragged,196
Canvas.SetHeight,36
Slider.SetColorLeft,136
Player.SetLoop,3
Sound.Stop,74
BluetoothClient.SetSecure,1
SoundRecorder.StoppedRecording,2
Canvas.SetBackgroundColor,75
Web.PostText,2
Sound.GetSource,5
lexical_variable_get,18640
ImageSprite.SetPicture,178
ListPicker.SetVisible,12
LocationSensor.GetCurrentAddress,43
Clock.Second,2
Spinner.SetSelection,3
lists_replace_item,364
ImageSprite.SetHeight,22
NxtUltrasonicSensor.WithinRange,1
ProximitySensor.ProximityChanged,2
TextBox.GetHint,7
Web.GotFile,2
Form.SetOpenScreenAnimation,2
Clock.WeekdayName,2
Ball.CollidingWith,33
LocationSensor.LocationChanged,45
Button.TouchUp,25
Texting.SetMessage,33
ListView.GetElements,2
Ball.SetVisible,179
Canvas.SaveAs,11
text_contains,71
Clock.SetTimerAlwaysFires,6
text_isEmpty,108
BluetoothClient.SendText,281
color_red,1339
Form.GetBackgroundImage,1
text_length,57
PasswordTextBox.SetText,4
Canvas.GetHeight,255
NxtUltrasonicSensor.GetDistance,1
controls_forEach,170
BluetoothClient.GetAvailable,10
CheckBox.GetChecked,321
ListView.SetElements,15
Clock.GetTimerInterval,21
TextBox.LostFocus,7
Player.GetIsPlaying,48
NearField.SetTextToWrite,5
CheckBox.Changed,56
Image.GetPicture,79
local_declaration_expression,21
TinyWebDB.GotValue,49
NxtDrive.MoveBackward,4
Form.SetCloseScreenAnimation,2
